100523 # 10057989 #ศธ57041001/2496 #04-10-16 # นางสาววิมลรัตน์ บัวตุม # 17,820.00        # A#กรุงไทย-ท่าศาลา
100586 # 10058033 #68/60 #06-10-16 # นางสาวสลิลา เศรษฐไกรกุล # 12,000.00     # A#กรุงไทย-ท่าศาลา
100590 # 10058037 #K2229/59,2230/59 #06-10-16 # นางสาวเพ็ญนภา วัยเวก # 900.00        # A#กรุงไทย-ท่าศาลา
100624 # 11135008 #71/60 #06-10-16 # นางสุคณา   ศรีทับ # 32,996.80     # B#ออมสิน-ท่าศาลา
100641 # 10058079 #2 #07-10-16 # นางสุภาพร บัวเพชร # 8,055.00      # A#กรุงไทย-ท่าศาลา
100655 # 10058087 #K2501/59 #10-10-16 # นางสุภาวดี สารพงษ์ # 7,536.54       # A#กรุงไทย-ท่าศาลา
100584 # 10058031 #63/60 #06-10-16 # นางสุริษา หาญใจ # 18,977.60     # A#กรุงไทย-ท่าศาลา
100650 # 11135012 #77/60 #10-10-16 # นางสุริษา หาญใจ # 9,152.00      # B#ออมสิน-ท่าศาลา
100653 # 10058085 #ศธ57559000/1580 #10-10-16 # นายขุนดี หลำสุบ # 19,989.00      # A#กรุงไทย-ท่าศาลา
100338 # 10057290 #ศธ57110100/1130 #02-10-16 # นายจรุง สุขแสน # 12,870.00     # A#กรุงไทย-ท่าศาลา
100490 # 10057963 #ศธ57110100/1194 #04-10-16 # นายจรุง สุขแสน # 39,600.00     # A#กรุงไทย-ท่าศาลา
100490 # 10057963 #ศธ57110100/1195 #04-10-16 # นายจรุง สุขแสน # 39,600.00     # A#กรุงไทย-ท่าศาลา
100543 # 11134995 #ศธ57040304/2888 #05-10-16 # นายจักรวรรดิ์     มานะการ # 9,000.00    # B#ออมสิน-ท่าศาลา
100316 # 10057278 #ศธ577500/248/59 #02-10-16 # นายซูกิมพลี หนิจิบุลัด # 25,000.00          # A#กรุงไทย-ท่าศาลา
99903  # 10704846 #ศธ572100/657 #22-09-16 # นายณภัทร คงถาวร # 8,000.00     # B#ออมสิน-ท่าศาลา
100516 # 10057982 #87 #04-10-16 # นายนิยม   ยีสมัน # 9,147.60      # A#กรุงไทย-ท่าศาลา
100639 # 10058077 #75/60 #07-10-16 # นายพุทธิกันต์ พงศ์พิชญามาตย์ # 20,000.00          # A#กรุงไทย-ท่าศาลา
100352 # 10057862 #ศธ57041001/2474 #03-10-16 # นายภิญโญ แก้วเขื่อนขันธ์ # 19,800.00         # A#กรุงไทย-ท่าศาลา
100526 # 10057992 #523/5 #04-10-16 # นายวินัย    พูลสวัสดิ์ # 3,168.00        # A#กรุงไทย-ท่าศาลา
100224 # 10057216 #ศธ57041001/2386 #30-09-16 # นายวิบูลย์     ยอดประเสริฐ # 2,400.00     # A#กรุงไทย-ท่าศาลา
100315 # 10057277 #ศธ57429000/2717/2559 #02-10-16 # นายสุภัทร สวนจันทร์ # 21,250.00       # A#กรุงไทย-ท่าศาลา
100557 # 10058014 #ศธ57041001/2418 #05-10-16 # นายอำนวย  คงทน # 114,741.00  # A#กรุงไทย-ท่าศาลา
99783  # 10074613 #IV2016-09-008 #20-09-16 # บริษัท คงคา อินเตอร์-เทรด จำกัด # 25,440.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100339 # 10057291 #5909-022 #02-10-16 # บริษัท จิตติ โอเอ จำกัด # 6,934.58         # A#กรุงไทย-ท่าศาลา
100327 # 10081974 #.0916-062. #02-10-16 # บริษัท ซัมอัพ พรีเมี่ยม จำกัด # 19,472.20           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100473 # 10081978 #0916-095 #04-10-16 # บริษัท ซัมอัพ พรีเมี่ยม จำกัด # 27,560.00           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100473 # 10081978 #ศธ57559000/1669 #04-10-16 # บริษัท ซัมอัพ พรีเมี่ยม จำกัด # 27,560.00           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
98542  # 10074497 #22422556 #09-08-16 # บริษัท ซิลลิค ฟาร์มา จำกัด # 6,360.00          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99138  # 10074558 #22547964 #30-08-16 # บริษัท ซิลลิค ฟาร์มา จำกัด # 75,790.00         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99851  # 10081922 #.ศธ577100/248/2559 #21-09-16 # บริษัท ซีเอ็ดยูเคชั่น จำกัด (มหาชน) # 47,445.75           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูม
100239 # 10057229 #59092001 #30-09-16 # บริษัท ซีเอ็มเอส มีเดีย จำกัด # 15,900.00          # A#กรุงไทย-ท่าศาลา
99852  # 10081923 #59050000169 #21-09-16 # บริษัท ดี.ที.ซี.เอ็นเตอร์ไพรส์ จำกัด # 2,252.50             # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100087 # 10081943 #59070000057 #27-09-16 # บริษัท ดี.ที.ซี.เอ็นเตอร์ไพรส์ จำกัด # 2,676.50             # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100087 # 10081943 #5908000000306 #27-09-16 # บริษัท ดี.ที.ซี.เอ็นเตอร์ไพรส์ จำกัด # 2,676.50             # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
97406  # 10055824 #5321988582 #29-06-16 # บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด # 114,002.81      # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
97887  # 10074424 #5322167220 #14-07-16 # บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด # 99,322.00       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
97887  # 10074424 #5322228736 #14-07-16 # บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด # 99,322.00       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
98606  # 10074505 #5322177846 #11-08-16 # บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด # 2,683.92        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99649  # 10074606 #5322549057 #14-09-16 # บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด # 166,974.38      # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100234 # 10057224 #CB59080069.. #30-09-16 # บริษัท ทีโอที จำกัด (มหาชน) # 185,780.69       # A#กรุงไทย-ท่าศาลา
100483 # 10057956 #ศธ57120300/371 #04-10-16 # บริษัท ทีโอที จำกัด (มหาชน) # 101,021.71       # A#กรุงไทย-ท่าศาลา
99575  # 10055438 #59MC/0000105 #12-09-16 # บริษัท ท่าศาลาปิยะกลการ จำกัด # 41,112.15        # A#กรุงไทย-ท่าศาลา
100143 # 10081957 #I5909044 #28-09-16 # บริษัท ธเนศพัฒนา จำกัด # 12,354.30       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100321 # 10081968 #16-09-001 #02-10-16 # บริษัท นิพนธ์ โซลูชั่น โพรไวด์ จำกัด # 21,200.00            # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
98891  # 10074533 #5908025,26 #22-08-16 # บริษัท นิวตั้น ฟู้ด อิควิปเม้นท์ จำกัด # 3,127.00                # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100146 # 10081960 #IV5908143 #28-09-16 # บริษัท บี สมาร์ท ซายเอ็นซ์ จำกัด # 29,913.20          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100033 # 10081935 #0286/59 #26-09-16 # บริษัท พารากอน เอเซีย จำกัด # 19,530.72       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100328 # 10081975 #0289/59 #02-10-16 # บริษัท พารากอน เอเซีย จำกัด # 19,518.84       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100522 # 10057988 #ศธ576600/80/2559 #04-10-16 # บริษัท พี.ซี.ทาวเวอร์ แอนด์ พร็อพเพอร์ตี้(1996)จำกัด # 20,019.73              # A#กรุงไทย-ท่าศ
100325 # 10081972 #11601804 #02-10-16 # บริษัท มิตซูบิชิ เอลเลเวเตอร์(ประเทศไทย) จำกัด # 24,380.00           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภู
100034 # 10081936 #13598 #26-09-16 # บริษัท มิสเตอร์คลีน เซอร์วิส (ประเทศไทย) จำกัด # 30,809.35           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
98890  # 10074532 #91382 #22-08-16 # บริษัท ยูทีเอ็ม เอ็นจิเนียริ่ง จำกัด # 3,180.00               # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100148 # 10081962 #59/00892 #28-09-16 # บริษัท ยูแฟม คลีนิค จำกัด # 13,373.83         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99651  # 10074608 #IV1608303 #14-09-16 # บริษัท ยูแอนด์วี โฮลดิ้ง (ไทยแลนด์) จำกัด # 16,554.00            # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100032 # 10081934 #59090901 #26-09-16 # บริษัท ระฟ้า เทคโนโลยี จำกัด # 61,480.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100329 # 10081976 #59082201 #02-10-16 # บริษัท ระฟ้า เทคโนโลยี จำกัด # 30,740.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100514 # 10057980 #บส.94/77 #04-10-16 # บริษัท รัศมี ครีเอชั่น จำกัด # 100,000.00          # A#กรุงไทย-ท่าศาลา
100142 # 10081956 #591509 #28-09-16 # บริษัท ลีโก้ อินสตรูเมนท์ส (ประเทศไทย) จำกัด # 28,755.68           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100029 # 10081931 #บส.93/363 #26-09-16 # บริษัท วิศวกรและสถาปนิก คิวบิค จำกัด # 132,500.00         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
97576  # 10055833 #5906049 #06-07-16 # บริษัท วี-ลัค มีเดีย จำกัด # 42,400.00          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100554 # 10058011 #0330/59 #05-10-16 # บริษัท วี.อาร์. แมเนจเมนท์ เซอร์วิส จำกัด # 106,564.63          # A#กรุงไทย-ท่าศาลา
100138 # 10081952 #01909 #28-09-16 # บริษัท วี.เอส.อินเตอร์ ดีเวลลอปเมนท์ จำกัด # 18,079.44           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99864  # 10081924 #59s-0098 #22-09-16 # บริษัท สยาม อินเตอร์เนชั่นแนล เมดิคอล อิควิปเม้นท์ จำกัด # 1,981.31                # C#กรุงไทย-อนุสาวรี
100323 # 10081970 #ศธ57010201/606 #02-10-16 # บริษัท สำนักงานกฎหมาย คนึง แอนด์ พาร์ทเนอร์ส จำกัด # 1,142,620.56# C#กรุงไทย-อนุสาวรี
100330 # 10081977 #59090641 #02-10-16 # บริษัท สิทธิพร แอสโซซิเอส       จำกัด # 16,324.00    # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100243 # 10057233 #5907157 #30-09-16 # บริษัท ห้องแลปและเคมีภัณฑ์ จำกัด # 87,185.00          # A#กรุงไทย-ท่าศาลา
100243 # 10057233 #5908143 #30-09-16 # บริษัท ห้องแลปและเคมีภัณฑ์ จำกัด # 87,185.00          # A#กรุงไทย-ท่าศาลา
100357 # 10057867 #81031609100009 #03-10-16 # บริษัท ออฟฟิซ คลับ (ไทย) จำกัด # 1,337.38         # A#กรุงไทย-ท่าศาลา
100474 # 10081979 #IV0011943 #04-10-16 # บริษัท อาร์เคมีก้า อินเตอร์เนชั่นแนล จำกัด # 2,220,700.00# C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100137 # 10081951 #IV16-080274 #28-09-16 # บริษัท อิตัลมาร์ (ประเทศไทย) จำกัด # 65,529.20         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100137 # 10081951 #IV16-081569 #28-09-16 # บริษัท อิตัลมาร์ (ประเทศไทย) จำกัด # 65,529.20         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100137 # 10081951 #IV16-090474 #28-09-16 # บริษัท อิตัลมาร์ (ประเทศไทย) จำกัด # 65,529.20         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100035 # 10081937 #590913-001 #26-09-16 # บริษัท อินโนเวทีฟ อินสทรูเมนต์ จำกัด # 20,744.20           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99865  # 10081925 #59/0677 #22-09-16 # บริษัท เค.เค.ไซเอ็นทีฟิค จำกัด # 16,960.00         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100129 # 10057163 #007571 #28-09-16 # บริษัท เค.เอส.พี อ๊อคต้าเทค จำกัด # 47,402.75         # A#กรุงไทย-ท่าศาลา
100129 # 10057163 #007681 #28-09-16 # บริษัท เค.เอส.พี อ๊อคต้าเทค จำกัด # 47,402.75         # A#กรุงไทย-ท่าศาลา
100241 # 10057231 #007729 #30-09-16 # บริษัท เค.เอส.พี อ๊อคต้าเทค จำกัด # 12,084.00         # A#กรุงไทย-ท่าศาลา
100558 # 10058015 #138 #05-10-16 # บริษัท เคเจ เซอร์เวย์ แอนด์ คอนซัลแตนท์ จำกัด # 123,831.78          # A#กรุงไทย-ท่าศาลา
99250  # 10074573 #2010114783 #01-09-16 # บริษัท เคโมไซเอนซ์ (ประเทศไทย) จำกัด # 45,570.09       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100150 # 10081964 #130560 #28-09-16 # บริษัท เบคไทย กรุงเทพอุปกรณ์เคมีภัณฑ์ จำกัด # 5,943.93             # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100030 # 10081932 #590826 #26-09-16 # บริษัท เบ็ทเทอร์ กู๊ดส์ จำกัด # 59,890.00           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100139 # 10081953 #4100128408 #28-09-16 # บริษัท เพอร์กิน เอลเมอร์ จำกัด # 74,361.12         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100475 # 10081980 #0173/2016 #04-10-16 # บริษัท เฟิรส์วัน ซิสเต็มส์ จำกัด # 890,598.13           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99306  # 10074583 #1301794 #05-09-16 # บริษัท เมดิทอป จำกัด # 2,968.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100149 # 10081963 #SO 1608-0892 #28-09-16 # บริษัท เยเนอรัล ฮอสปิตัล โปรดัคส์จำกัด(มหาชน) # 12,819.07           # C#กรุงไทย-อนุสาวรีย์ชัยสม
99650  # 10074607 #IV1608-056 #14-09-16 # บริษัท เลคิเซ่ ไลท์ติ้ง จำกัด # 57,621.60           # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100145 # 10081959 #16/0167 #28-09-16 # บริษัท เวิลด์ อินฟอร์เมชั่น เทคโนโลยี่ จำกัด # 58,300.00              # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100140 # 10081954 #32876 #28-09-16 # บริษัท เอ.เอ็น.เอช.ไซเอ็นทิฟิค มาร์เก็ตติ้ง จำกัด # 33,093.20              # C#กรุงไทย-อนุสาวรีย์ชัยสมรภู
100140 # 10081954 #33512 #28-09-16 # บริษัท เอ.เอ็น.เอช.ไซเอ็นทิฟิค มาร์เก็ตติ้ง จำกัด # 33,093.20              # C#กรุงไทย-อนุสาวรีย์ชัยสมรภู
99308  # 10074585 #5907337 #05-09-16 # บริษัท เอกตรงเคมีภัณฑ์ (1985) จำกัด # 7,420.00          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100322 # 10081969 #77211600012 #02-10-16 # บริษัท เอซีส คอมพิวเตอร์ จำกัด # 2,862.00          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100031 # 10081933 #5909-010 #26-09-16 # บริษัท เอส.เค.เพาเวอร์เอเบิล จำกัด # 189,740.00       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100031 # 10081933 #5909-011 #26-09-16 # บริษัท เอส.เค.เพาเวอร์เอเบิล จำกัด # 189,740.00       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100151 # 10081965 #IV16081275 #28-09-16 # บริษัท เอส.เอ็ม.เคมีคอล ซัพพลาย จำกัด # 5,681.60          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100151 # 10081965 #IV1608905 #28-09-16 # บริษัท เอส.เอ็ม.เคมีคอล ซัพพลาย จำกัด # 5,681.60          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99244  # 10074567 #EVSISG 16080001 #01-09-16 # บริษัท เอ็นวายซายน์ จำกัด # 50,456.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
99307  # 10074584 #L59-11568 #05-09-16 # บริษัท แบง เทรดดิ้ง 1992 จำกัด # 3,180.00         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100515 # 10057981 #ศธ57041001/2895 #04-10-16 # บริษัท แอทไซน์ มีเดีย พลัส จำกัด # 7,000.00           # A#กรุงไทย-ท่าศาลา
99247  # 10074570 #IV5908/022 #01-09-16 # บริษัท โฟร์ ลีฟ เมดิคัล จำกัด # 79,252.34          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100141 # 10081955 #ศธ57040207/3911 #28-09-16 # บริษัท โรงพยาบาลพญาไท 2 จำกัด # 28,868.40      # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100008 # 10057097 #060/4 #26-09-16 # บริษัท โรงพิมพ์ดีชัย จำกัด # 64,392.52          # A#กรุงไทย-ท่าศาลา
100347 # 10057299 #061/31 #02-10-16 # บริษัท โรงพิมพ์ดีชัย จำกัด # 41,607.48          # A#กรุงไทย-ท่าศาลา
100560 # 10058017 #062/3-5 #05-10-16 # บริษัท โรงพิมพ์ดีชัย จำกัด # 49,532.71          # A#กรุงไทย-ท่าศาลา
100552 # 10058009 #บร.64/40 #05-10-16 # บริษัท โฮม เพสท์ คอนโทรล เซอร์วิส จำกัด # 27,450.00         # A#กรุงไทย-ท่าศาลา
99771  # 10074612 #16090028 #19-09-16 # บริษัท ไซแอนติฟิค โปรโมชั่น จำกัด # 18,730.20          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100326 # 10081973 #16090125 #02-10-16 # บริษัท ไซแอนติฟิค โปรโมชั่น จำกัด # 62,964.00          # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
97892  # 10074429 #IV-59060060 #14-07-16 # บริษัท ไบโอเทคนิคัล จำกัด # 3,665.42         # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100539 # 10058004 #03137/0156820 #05-10-16 # บริษัท ไปรษณีย์ไทย จำกัด # 183,339.09       # A#กรุงไทย-ท่าศาลา
100324 # 10081971 #73210870 #02-10-16 # บรูเกอร์ ไบโอสปิน เอจี # 104,940.00      # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100307 # 11134964 #ศธ577400/650/2559 #02-10-16 # ม.วลัยลักษณ์ เพื่อเครือข่ายโครงการ ITAP # 462,818.00         # B#ออมสิน-ท่าศาลา
100440 # 10057935 #ศธ57040202/4095 #03-10-16 # รศ.ดร.วัลลภ   สันติประชา # 2,369.00      # A#กรุงไทย-ท่าศาลา
100343 # 10057295 #IV59/28776 #02-10-16 # ร้านจ้าวสัวเครื่องเขียน # 10,418.36         # A#กรุงไทย-ท่าศาลา
100521 # 10057987 #IV59/27596 #04-10-16 # ร้านจ้าวสัวเครื่องเขียน # 683.10            # A#กรุงไทย-ท่าศาลา
100346 # 10057298 #2001282 #02-10-16 # ร้านที.เอ็น.คอมพิวเตอร์ ชอฟ แอนด์ ไอที เซอร์วิส # 12,928.04            # A#กรุงไทย-ท่าศาลา
100082 # 10057139 #590120 #27-09-16 # ร้านเจ.บี.เครื่องกรองน้ำ # 1,981.31         # A#กรุงไทย-ท่าศาลา
99849  # 10074620 #ศธ577100/248/2559 #21-09-16 # ร้านแฮปปี้ไทม์ # 46,609.20       # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100642 # 10058080 #1 #07-10-16 # ว่าที่ ร.ท.บุณยสิทธิ์ ไตรสุวรรณ # 7,669.00            # A#กรุงไทย-ท่าศาลา
100494 # 10057967 #ศธ57429000/2656/2559 #04-10-16 # ศูนย์บริการเทคนิคการแพทย์ ม.วลัยลักษณ์ # 140,995.00          # A#กรุงไทย-ท่าศาลา
100598 # 1135004 #ศธ57429000/2632/2559 #06-10-16 # ศูนย์บริการเทคนิคการแพทย์ ม.วลัยลักษณ์ # 32,409.30           # B#ออมสิน-ท่าศาลา
100278 # 11134956 #1359-00164 #30-09-16 # ศูนย์หนังสือมหาวิทยาลัยวลัยลักษณ์ (เงินทุนหมุนเวียน) # 299.00                   # B#ออมสิน-ท่าศาลา
100579 # 11135001 #บร.69/190 #06-10-16 # ศูนย์หนังสือมหาวิทยาลัยวลัยลักษณ์ (เงินทุนหมุนเวียน) # 9,231.20                 # B#ออมสิน-ท่าศาลา
100252 # 11134952 #ศธ57510511/245/2559 #30-09-16 # สสอ.(3)3/2559 - รองศาสตราจารย์ ดร.วรรณา   ชูฤทธิ์ # 70,093.46      # B#ออมสิน-ท่าศาล
100169 # 11134935 #ศธ57041001/2292 #29-09-16 # สาขาวิชาการบัญชี มหาวิทยาลัยวลัยลักษณ์ # 13,000.00           # B#ออมสิน-ท่าศาลา
99937  # 10057049 #ศธ57040104/2688/2559 #26-09-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 178,516.00        # A#กรุงไทย-ท่าศาลา
100200 # 10057201 #ศธ57041005/2358 #29-09-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 3,000.00          # A#กรุงไทย-ท่าศาลา
100217 # 10057211 #ศธ576500/1280/2559 #30-09-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 11,766.00         # A#กรุงไทย-ท่าศาลา
100375 # 10057881 #ศธ57041004/2494 #03-10-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 36,940.00         # A#กรุงไทย-ท่าศาลา
100377 # 10057882 #ศธ57041001/2484 #03-10-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 5,460.00          # A#กรุงไทย-ท่าศาลา
100379 # 10057883 #ศธ57041001/2493 #03-10-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 83,730.00         # A#กรุงไทย-ท่าศาลา
100401 # 10057901 #ศธ576500/1308/2559 #03-10-16 # สำนักงานประกันสังคมจังหวัดนครศรีธรรมราช # 1,992.00          # A#กรุงไทย-ท่าศาลา
100513 # 10057979 #ศธ57559000/1673 #04-10-16 # หน่วยวิจัยนวัตกรรมด้านสารสนเทศ       สำนักวิชาสารสนเทศศาสตร์  #          42,500.00   # A#กรุงไทย-ท่าศาลา
99529  # 10074601 #IV590399 #09-09-16 # ห้างหุ้นส่วนจำกัด คศา # 50,085.00        # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100519 # 10057985 #ศธ57010201/609 #04-10-16 # ห้างหุ้นส่วนจำกัด จิมมี่ผ้าม่าน # 44,511.08             # A#กรุงไทย-ท่าศาลา
98888  # 10074530 #บร.59/413 #22-08-16 # ห้างหุ้นส่วนจำกัด บี.เอส.วาย อินเตอร์เนชั่นแนล # 87,000.00             # C#กรุงไทย-อนุสาวรีย์ชัยสมรภ
100360 # 10057870 #054/13 #03-10-16 # ห้างหุ้นส่วนจำกัด ลิ้มจี่เซ้ง # 9,896.64              # A#กรุงไทย-ท่าศาลา
100335 # 10057287 #1/14 #02-10-16 # ห้างหุ้นส่วนจำกัด ศรีนครอินเตอร์เทรด # 19,704.11           # A#กรุงไทย-ท่าศาลา
100561 # 10058018 #1/16 #05-10-16 # ห้างหุ้นส่วนจำกัด ศรีนครอินเตอร์เทรด # 27,193.46           # A#กรุงไทย-ท่าศาลา
100481 # 10081985 #2559-09028 #04-10-16 # ห้างหุ้นส่วนจำกัด สกาย อีควิปเม้นท์ # 14,310.00            # C#กรุงไทย-อนุสาวรีย์ชัยสมรภูมิ
100344 # 10057296 #DV590829-0004 #02-10-16 # ห้างหุ้นส่วนจำกัด เม้งฮวดนครศรีฯ # 76,458.86          # A#กรุงไทย-ท่าศาลา
100344 # 10057296 #DV590914-0003 #02-10-16 # ห้างหุ้นส่วนจำกัด เม้งฮวดนครศรีฯ # 76,458.86          # A#กรุงไทย-ท่าศาลา
